Reference ID,Hymn Number,Title (Myanmar),Title (English),Composer,Category,Scriptures,PDF,PPTX,Verse Count,Lyrics
131,118,"လွှတ်ခြင်းကျေးဇူးကျူး","N/A","John Chetham (1700-1760)","ခရစ်တော်ချီးမွမ်း","ဆာ၊ ၁၀၆း၄၇","files/hymn-131.pdf","files/hymn-131.pptx",4,"[Verse 1]
အိုကျေးဇူးရှင် သခင်ဘုရား၊ ပြစ်မှားသော သူတို့ကို၊
နုတ်ယူကယ်တင် ချစ်ခင်သနား၊ မြတ်ကျေးဇူးသီချင်းဆို။

[Verse 2]
ကျွန်ုပ်တို့သည် ကိုယ်တော်မြတ်အား ပြစ်မှားအပြစ်များကို
သခင်ယေရှု လွှတ်တော်မူပါ၊ ကျေးဇူးတော် သီချင်းဆို။

[Verse 3]
ရွှေပြည်နိုင်ငံ စံတော်မူရာ၊ ကြီးမြတ်သော ချမ်းသာကို၊
ကျွန်ုပ်တို့အား ပေးတော်မူပါ၊ မြတ်ကျေးဇူးသီချင်းဆို။

[Verse 4]
လွန်ကြီးမြတ်လှ သုခချမ်းသာ၊ ပေးသော ကျေးဇူးတော်ကို၊"
132,119,"ယေရှုအသွေးတော်ကျူး","What can wash away my sin?","Robert Lowry (1820-1899)","ကားတိုင်တော်","ယေ၊ ၉း၂၂","files/hymn-132.pdf","files/hymn-132.pptx",5,"[Verse 1]
ငါ့အပြစ် စွန်းဆေးအံ့ငှါ၊ ရှင်ယေရှု အသွေးတတ်စွမ်းလေ၊
ငါ့ကို ကျန်းမာစိမ့်သောငှါ၊ ရှင်ယေရှု အသွေးတတ်စွမ်းလေ။

[Chorus]
အိုမြတ်လှ စီးသောသွေး၊ မိုးပွင့်လို ဖြူစင်စေ။
ခြားစမ်းရေ ရှာမတွေ့၊ ရှင်ယေရှု အသွေးတတ်စွမ်းလေ။

[Verse 2]
ငါ့ကို စင်ကြယ်စေဖို့ရာ၊ ရှင်ယေရှု အသွေးတတ်စွမ်းလေ၊
ငါ့အပြစ် ဖြေလွှတ်စိမ့်ငှာ၊ ရှင်ယေရှု အသွေးတတ်စွမ်းလေ။

[Verse 3]
ငါ့အပြစ်တွက် ခံစေရန်၊ ရှင်ယေရှု အသွေးတတ်စွမ်းလေ၊
ငါ့ကိုယ်စားကိုသိုလ်သွင်းရန်၊ ရှင်ယေရှု အသွေးတတ်စွမ်းလေ။

[Verse 4]
ငါမျှော်လင့်စိတ်ငြိမ်စေရန်၊ ရှင်ယေရှု အသွေးတတ်စွမ်းလေ၊
ငါ့ဖြောင့်မတ်ခွင့် ရစေရန်၊ ရှင်ယေရှု အသွေးတတ်စွမ်းလေ။"
133,120,"တိုင်တော်နားမှာကျူး","Near the Cross","William H. Doane","ကားတိုင်တော်","ဧ၊ ၂း၁၃","files/hymn-133.pdf","files/hymn-133.pptx",5,"[Verse 1]
တိုင်တော်နားနေရာချထား၊ ကရာနီကုန်းပေါ်မှာ၊
ချမ်းသာပေး သက်စမ်းရေသည်၊ လူတိုင်းဖို့ စီးနေ၏။

[Chorus]
တိုင်တော်တွင်၊ တိုင်တော်တွင်၊ ငါဝါကြွားရာဖြစ်စေ၊
ငါ၏ ဝိညာဉ် ငြိမ်သက်ခြင်း၊ ဝင်သည်တိုင်အောင် ဖြစ်စေ။

[Verse 2]
တိုင်တော်နား တုန်လှုပ်ရပ်နေ၊ ကရုဏာတော် တွေ့လေ၊
ထွန်းတောက်သော မိုးသောက်ကြယ်သည်၊ ငါပတ်လည် လင်းစေ၏။

[Verse 3]
သိုးသငယ်မြတ် တိုင်တော်နား၊ ငါသည် စဉ်ရှုမြင်ရာ၊
တိုင်တော်မြတ် အရိပ်အောက်မှာ၊ လျှောက်နိုင်အောင် ကယ်မပါ။

[Verse 4]
တိုင်တော်နား၊ ငါစောင့်နေမည်၊ အစဉ်မျှော်လင့် ယုံကြည်၊
မြစ်တစ်ဘက်ရှိသော ရွှေပြည်ရောက်သည် တိုင်အောင်စောင့်မည်။"
134,121,"လက်ဝါးကပ်တိုင်တော်အောက်ကျူး","Beneath the Cross of Jesus","Frederick C. Maker (1844-1927)","ကားတိုင်တော်","သု၊ ၁၄း၂၆","files/hymn-134.pdf","files/hymn-134.pptx",4,"[Verse 1]
လက်ဝါးကပ်တိုင်တော်အောက်တွင် ငါသည် ခိုလှုံလိုလေ၊
နေပူပြင်းသော ဒေသ၌ပင်၊ ကျောက်လုံးကြီး ရိပ်လိုပေ၊
ဒေါသမုန်တိုင်းကျသောအခါ၊ ဘေးပေါင်းကွယ်ကာရာတည်း၊
ဝန်လေးသောသူ ဝန်ချထားရာ၊ မောသူနားရာ ဖြစ်သည်။

[Verse 2]
အိုလုံခြုံသော ကွယ်ကာရာ၊ အံ့ထူးတည်းခိုဖွယ်လေ၊
အာဏာတော်နှင့်ဘုရား မေတ္တာ၊ တွေ့ကြုံဆုံစည်းရာပေ၊
ရှေးခါ ယာကုပ်မြင်မက်သည်လို၊ နိမိတ်ထူးမြတ်လှလေ၊
ယေရှုတိုင်တော် လှေကားကဲ့သို့ ကောင်းကင်မှီရာ ဖြစ်ပေ။

[Verse 3]
ထိုတိုင်တော်မြတ် အပေါ်တွင်၊ တစ်ရံတစ်ခါ ကြည့်သော်၊
ငါ့တွက်သေခံ သဏ္ဍာန်တော်ပင်၊ ငါမြင်သည်လိုထင်ပေါ်၊
ထိုသို့ မြင်တိုင်း မျက်ရည်ကျစဉ်၊ အံ့ဖွယ်နှစ်ခု တွေ့သည်၊
အတုမရှိ၊ မေတ္တာတော်နှင့်၊ ကျွန်ုပ် ယုတ်ညံ့ခြင်းတည်း။

[Verse 4]
ထိုတိုင်တော်မြတ် အရိပ်သာ၊ ငါခိုလှုံရာဖြစ်စေ၊
မျက်နှာရောင်ခြည်ထွန်းတောက်မူရာ၊ ငါ၏ အလင်းဖြစ်လေ၊
သို့ဖြစ်လောကီ စည်းစိမ်ဆင်းရဲ အရှုံးအမြတ်မထင်၊
ကိုယ်ပြစ်ကိုသာ ရှက်စရာ ဖြစ်ဖွယ်တိုင်တော် ငါဝါကြွားရာ။"
135,122,"ယေရှုတိုင်တော်ကျူး","In the Cross of Christ I Glory","Ishamar Conkey (1815-1867)","ကားတိုင်တော်","N/A","files/hymn-135.pdf","files/hymn-135.pptx",4,"[Verse 1]
ယေရှုတိုင်တော် ငါဝါကြွားရာ၊ မေတ္တာတော် ထင်ရှားရာပေ၊
ရှေးပရောဖက်ဗျာဒိတ်ခံကာ၊ တိုင်တော် ဘုန်းပင် မြင်ကြချေ။

[Verse 2]
ဆင်းရဲဒုက္ခတွေ့ကြုံသောခါ၊ ကြောက်လန့်စိတ်ပျက်များလှသော်၊
ဘေးခပ်သိမ်းကို အောင်မြင်ရာကား၊ ယေရှုလက်ဝါးကပ်တိုင်တော်။

[Verse 3]
ကောင်းစားလျက်နှင့် ငြိမ်သက်ပျော်စွာ၊ နေသည်ကာလစဉ်တွင်လည်း၊
တိုင်တော်မှ မေတ္တာရောင်ခြည်ကား၊ သက်ထက်ဆုံးသာ လင်းရာတည်း။

[Verse 4]
သုခဒုက္ခ နာခြင်းသာခြင်း၊ တိုင်တော်အားဖြင့် ထူးမြတ်ပေ၊
ကုန်မဆုံးနိုင် ချမ်းသာဘုံတွင်၊ ထိုတိုင်တော် ချီးမြှောက်ပါစေ။"
136,123,"ကားတိုင်မှာကျူး","At the Cross","Ralph E. Hudson (1843-1901)","ကားတိုင်တော်","၂ တိ၊ ၁း၁၂","files/hymn-136.pdf","files/hymn-136.pptx",5,"[Verse 1]
ကိုယ်တော်ဝန်ခံ မှုတော်ဆောင်ရွက်၊ ကျွန်ုပ်အလင်းမရှာ၊
နှုတ်ကပတ်တော် ချီးမွမ်းမြှောက်စား တိုင်တော်မြတ် ဝါကြွားရာ၊

[Chorus]
တိုင်တော်တွင်၊ တိုင်တော်တွင် ပဌမ အလင်းမြင်၊
ကျွန်ုပ်နှလုံးမှ ဝန်ထုပ် လိမ့်သွား၏၊ ထိုမှာ ယုံခြင်းဖြင့်
အလင်းကို မြင်သည်၊ ယခု တနေ့လုံး ဝမ်းမြောက်လျက်ရှိ။

[Verse 2]
ယေရှုနာမတော်မြတ်သိ၏၊ ထိုနာမကို ယုံကြည်၊
ကျွန်ုပ် ဝိညာဉ်ရှက်ခြင်းကင်းစေ၊ မြှော်လင့်ခြင်းလည်း တည်စေ။

[Verse 3]
ပလ္လင်တော်မြတ် ခိုင်ခံ့သည်နည်း၊ ဂတိတော်မြတ်တည်၏၊
လက်တော်ထဲမှာ အပ်ထားသမျှ၊ ကိုယ်တော် စောင့်ထိန်းနိုင်ပါ။

[Verse 4]
ခမည်းတော်ရှင် မျက်မှောက်တော်တွင်၊ ကျွန်ုပ်ကို ဝန်ခံမည်၊
ယေရုရှလင်မြို့တော်သစ်မှာ၊ ကျွန်ုပ်နေရာ ပြင်ထား။"
137,124,"လက်ဝါးကပ်တိုင်တော်ကြည့်၍ အံ့ဩဖွယ်ရာကျူး","When I survey the wondrous cross","Lowell Mason (1792-1872)","ကားတိုင်တော်","ဖိ။ ၃း၈","files/hymn-137.pdf","files/hymn-137.pptx",5,"[Verse 1]
ဘုန်းကြီးဘုရင်အသက်စွန့်သော လက်ဝါးကပ်တိုင် ကျွန်ုပ်မြင်လျှင်၊
အကျိုးစီးပွား၊ အရှုံးခေါ်ဝေါ်၊ မာနအကုန် ပယ်ရှားရာထင်။

[Verse 2]
ခရစ်တော်ကားတိုင်မှ တပါး ကျွန်ုပ် ဝါကြွားရာလျင်း မရှိ၊
ပျော်မွေ့စရာ အနတ္တများ၊ အကုန်အစင် ငါစွန့်ပယ်၏။

[Verse 3]
ကြည့်လော့လက်ခြေ၊ နံဘေး၊ ခေါင်းတော်၊ ဒုက္ခမေတ္တာ ရောလျက်ယိုစီး၊
ဤသို့တခါ တွေ့ဖူးသလော၊ ဆူးဉီးရစ်တော် မတုနိုင်ပြီ။

[Verse 4]
သစ်တိုင်ပေါ်မှာ အလောင်းတော်သည်၊ ကိုယ်သွေးနှင့် လူးသည်ကို ထောက်လျှင်၊
ကျွန်ုပ်လောကမှ စုတေ့၏၊ ၌လောကမှ စုတေ့အစဉ်။

[Verse 5]
စကြာဝဠာလှူနိုင်သော်ကား၊ ဒါနမထိုက်တန်နေအံ့လေ၊
မေတ္တာတော်မြတ် အောက်မေ့သောခါ၊ အသက်ဝိညာဉ် ဆက်ကပ်မှပေ။"
138,125,"ဝေးလှသော တောင်ကုန်းပေါ် ထူထားသော ကားတိုင်တော်ကျူး","The Old Rugged Cross","Georg Bannard","ကားတိုင်တော်","ဟေ၊ ၁၂း၂","files/hymn-138.pdf","files/hymn-138.pptx",5,"[Verse 1]
ဝေးလှသော တောင်ကုန်းပေါ်၊ ထူထားသော တိုင်တော်သည်၊
ရှက်ကြောက်ဘွယ် ဒုက္ခခံရာတိုင်တည်း၊
ပြစ်လောကကို ကယ်ရန် သေခံရာ တိုင်တော်ကို၊ ကျွန်ုပ်သည် ထူးပင် ချစ်ခင်မြတ်နိုး။

[Chorus]
တိုင်တော်ကို ကျွန်ုပ်သည် လေးမြတ်မည်၊ လမ်းဆုံးမှာ အောင်ပန်းကို ချထားမည်၊
ကျွန်ုပ်သည် မှီတွယ်သော တိုင်တော်နှင့်၊ သရဖူကို တနေ့ဖြင့် လဲချင်။

[Verse 2]
လောကလုံး ရွံရှာသော လက်ဝါးကပ်တိုင်တော်၏
ဆွဲနိုင်သော တန်ခိုးသည် အံ့ဘွယ်တည်း၊
ထက်ကောင်းကင်ဘုန်းတော်ပင် သိုးသငယ် စွန့်ပြီးကာ သစ်တိုင်မှာ သေခံရန် ကြွဆင်းလာ။

[Verse 3]
သွေးတော်နှင့် စွန်းကွက်သော လက်ဝါးကပ်တိုင်တော်သည်
အံ့ဩဖွယ်တင့်တယ်လှပပေသည်၊ ကျွန်ုပ်ကို ပြစ်လွှတ်လျက် သန့်ရှင်းစင်ကြယ်စေရန်
ယေရှုရှင် ထိုတိုင်ပေါ်မှာ သေခံ။

[Verse 4]
တိုင်တော်ကို ကျွန်ုပ်သည် စဉ်သစ္စာရှိပါမည်၊ ကဲ့ရဲ့ခြင်း ပြစ်တင်ခြင်း ခံလိုသည်၊
ကောင်းကင်ဘုံစံဖို့ရာ ကိုယ်တော်ရှင် ခေါ်သောခါ၊
ကိုယ်တော်နှင့်အတူ ဘုန်းတော်ဝင်စား။"
139,126,"ကျွန်ုပ်တို့အလယ်၌ ယေရှုရပ်နေတော်မူခြင်းကျူး","Amidst us our beloved stands","H. K. Oliver (1800s)","ကားတိုင်တော်","N/A","files/hymn-139.pdf","files/hymn-139.pptx",5,"[Verse 1]
လက်ဝါးကပ်တိုင်မှာ ခံမူရာ၊ ဒုက္ခမင်္ဂလာလက္ခဏာ၊
ခြေလက်နံဖေးတော်ပေါက်ပြဲသည်၊ ယေရှုပြလျက်နေတော်မူ၏။

[Verse 2]
တပည့်တော်မျူားကို တွေ့ခြင်းငှါ၊ ယေရှုကြွလာတော်မူသောခါ၊
စားပွဲတော်ပေါ် မုန့်စပျစ်ရည်၊ အထူးသဖြင့် မြိန်ချိုပေသည်။

[Verse 3]
အပြစ်များကြောင့် ကျွန်ုပ်တို့်သည် ပုံတော်ကိုသာ ပြနိုင်သော်လည်း၊
မျက်နှာချင်းဆိုင်နိုင်သော အခွင့် သနားပေးတော်မူပါ အရှင်။

[Verse 4]
ကျေးဇူးတော်ပေါင်း အောက်မေ့လျက်နှင့် အားရအကျွန်ုပ်တို့ ကပ်ချဉ်း၊
ရွှေမျက်နှာတော် ဖူးမြင်ခြင်းငှါ၊ တစ်သဘောစိတ်ပြုပြင်မူပါ။

[Verse 5]
ဤဘဝပင် ကောင်းကင်ချမ်းသာ သန့်ရှင်းသူတို့ ခံစားအံ့ငှါ၊
ကန့်လန့်ကာကို ပယ်ရှားပြီးလျှင်၊ ရောင်ခြည်လွှတ်တော်မူပါ၊ အရှင်။"
140,127,"ကျေးဇူးကျူး","N/A","William B. Bradbury (1816-1868)","ဝေဒနာတော်ခံခြင်း","N/A","files/hymn-140.pdf","files/hymn-140.pptx",5,"[Verse 1]
အိုကျေးဇူးရှင် လူတို့သခင်၊ ကျွန်ုပ်တို့ ချီးမွမ်းပါမည်၊
ကျွန်ုပ်တို့အတွက် မြင့်မြတ်ကောင်းကင်၊ စွန့်ထားဆင်းသက်ကြွ၏။

[Verse 2]
အပြစ်များသော ကျွန်ုပ်တို့အဖို့၊ ဆင်းရဲခံတော်မူပေ၊
လောကီမင်းနှင့် နတ်ဆိုးများတို့၊ ဝိုင်း၍ ညှင်းဆဲကြလေ။

[Verse 3]
လောကီသားကို သနားသောကြောင့်၊ ဒုက္ခဆင်းရဲ ခံပြီ၊
ရန်သူတို့ကို ကယ်ချွတ်ရအောင်၊ ဤလူ့ပြည်သို့ ကြွ၏။

[Verse 4]
ယုံကြည်သောသူ အပြစ်များကို၊ ကုသိုလ်တော်အားဖြင့်သာ၊
လွှတ်ဖြေချေရှင်း ချမ်းသာရဖို့၊ ဆည်းကပ်ရှိခိုးကြပါ။

[Verse 5]
ဝေနေယျသတ္တဝါ ကယ်မူလို၊ လက်ဝါးကပ်တိုင်ပေါ်မှာ၊
သွန်းတော်မူသော အသွေးတော်ကို ချီးမွမ်းသီချင်းဆိုကြ။"
142,129,"ကျေးဇူးတော်ကျူး","N/A","Thomas Hastings (1784-1872)","ဝေဒနာတော်ခံခြင်း","လု၊ ၂၂း၁၉","files/hymn-142.pdf","files/hymn-142.pptx",4,"[Verse 1]
အိုရှင်ယေရှုမြတ် ကျေးဇူးတော်အောက်မေ့ မကုန်နိုင်ပါ၊
အကျွန်ုပ်သည် အကျိုးနည်းသော် ကိုယ်တော်ကယ်မသနား၊
ကိုယ်တော်ကယ်မ သနား။

[Verse 2]
ပြစ်များစွာကြောင့် ခမည်းတော်၏ အမျက်တော်ခံထိုက်ရာ၊
ကိုယ်တော်လျင်စွာ ကောင်းကင်စွန့်သည်
အသေခံပါတကား၊ အသေခံပါတကား။

[Verse 3]
ခမည်းတော်ဘုရားလည်း အားရ ငါ့သားတော်ကို ယုံကြည်၊
အပြစ်ကြီးငယ် ရှိရှိသမျှ၊ ငါရှင်းရှင်း ဖြေလွှတ်မည်၊
ငါရှင်းရှင်းဖြေလွှတ်မည်။

[Verse 4]
အိုကျေးဇူးရှင် ကမ္ဘာဆက်ဆက် မေတ္တာတော်ကို အောက်မေ့၊
မြတ်ကိုယ်တော်နှင့် ထိုက်သူ ဖြစ်လျက် ချီးမွမ်း၍ နေပါစေ၊
ချီးမွမ်း၍ နေပါစေ။"
143,130,"ကိုယ်တော်ကို ဘယ်လောက် ချစ်လိမ့်ကျူး","Oh How you will love Him","N/A","ဝေဒနာတော်ခံခြင်း","၁ ယော၊ ၂း၁-၆","files/hymn-143.pdf","files/hymn-143.pptx",5,"[Verse 1]
သိုးခြံတော်မှ ဝေးစွာ ထွက်ခွာ၍၊ ပြစ်မှောင်မိုက်တွင် ကျင်လည်သူများတို့
ပြော၍မကုန်နိုင်သော ခရစ်တော်၏ မေတ္တာတော်အကြောင်း နားထောင်ပါ။

[Chorus]
အိုသင့်ကို ကယ်ရန် သေခံရှင်အား သိလျှင်
သင်ဘယ်လောက် ချစ်လိမ့်မည်နည်း၊ ချစ်လိမ့်မည်နည်း၊
ကားတိုင်ပေါ်တွင် သင်နှင့် ကျွန်ုပ်တွက်၊ သက်တော်မြတ်ကို စွန့်ရှာြပီ။

[Verse 2]
သင်ဆုတောင်းခြင်းဖြင့် စဉ်ရနိုင်သော ငြိမ်သက်ခြင်းနှင့် ပြစ်လွှတ်ခြင်းရှာပါ၊
ဒူးထောက်၍ သင့်ပြစ်လွှတ်ရန် တောင်းပန်၊ ခရစ်တော် သင့်ကို စောင့်လျက်နေသည်။

[Verse 3]
ပြော၍ မကုန်တည်ကြည် သိမ်မွေ့သော မေတ္တာတော်ကို သင်သိအပ်ပေသည်၊
လာ၍ မေတ္တာတော်ရိပ် ခိုလှုံပါ၊ ခရစ်တော် သင့်ကို ဧကန်ချစ်သည်။

[Verse 4]
ခရစ်တော်၏ မြတ်သော မေတ္တာတော်ကို မမြည်းစမ်းလျှင်၊ သိရန် ခက်ခဲလှ၊
သင်ပြစ်မှ လွှတ်ခြင်းခွင့်မရမီ၊ မေတ္တာတော်မြတ်ကြောင်း မသိနိုင်။"
144,131,"ချစ်ခြင်းကျူး","Wonderful Love","W. G. Fischer (1835-1912)","ဝေဒနာတော်ခံခြင်း","N/A","files/hymn-144.pdf","files/hymn-144.pptx",5,"[Verse 1]
ငယ်စဉ်ကပင် တရားမရှာ၊ အပြစ်မျိုးမျိုးနှင့်သာ၊
ပျော်မွေ့လျက်နှင့် နှစ်ပေါင်းများစွာ နေမိပါပြီတကား။

[Chorus]
အိုချစ်ခြင်း အံ့ဩဖွယ်ရာ၊ ကောင်းကင်ဘုံ စွန့်ကြွလာ၊
အသေခံပြီ လူတို့ ကိုယ်စား၊ ကရာနီကုန်းပေါ်မှာ။

[Verse 2]
ထိုကဲ့သို့ပင် အရှင်ဘုရား၊ ယုတ်ညံ့သော သစ်တိုင်မှာ
ပြစ်ကင်းသန့်ရှင်း ယေရှုရှင်အား ရိုက်ထားပါပြီတကား။

[Verse 3]
ထိုသို့ ခံရသော နေ့ရက်မှာ၊ ဓါးပြစကားကြားရ၊
နိုင်ငံတော်ကို သိမ်းသောအခါ ကျွန်ုပ်ကို အောက်မေ့ပါ။

[Verse 4]
သခင်ယေရှု မိန့်လေသည်ကား၊ ယနေ့ငါနှင့် တူစွာ၊
ပရဒိဘုံ ဘုရားထံပါး ရောက်မည်မခွဲမခွါ။"
145,132,"မေတ္တာတော်ကျူး","O Sacred Head now wounded","Hans L. Hassler (1564-1612)","ဝေဒနာတော်ခံခြင်း","မာ၊ ၁၅း၁၇","files/hymn-145.pdf","files/hymn-145.pptx",5,"[Verse 1]
ဩဒဏ်ရာပါ ဉီးခေါင်းတော်၊ ဝမ်းနည်းလျက် ညွတ်တော်မူ၊
ကဲ့ရဲ့စေရန် ပတ်စည်းသော ဆူးရစ်သရဖူ၊
ဩဉီးခေါင်းတော်အထွက်က၊ ဘုန်းတော်အလွန်ကြီးသည်၊
သွေးဖြင့် လူးရှုတ်ချခံငြား၊ ကျွန်ုပ်သခင်ခေါ်မည်။

[Verse 2]
ကိုယ်တော်ရှင်ခံလေ သမျှ၊ ပြစ်ရှိသူတို့သာလျှင်၊
အပြစ်အကျွန်ုပ်ဆိုင်ရာ ကိုယ်တော်မှာ သေရခြင်း၊
ကယ်တင်ရှင် ကျွန်ုပ်ဉီးချ၊ ကျွန်ုပ်သာခံထိုက်စွာ၊
မေတ္တာတော် သက်ရောက်စေပါ၊ ကျေးဇူးတော် ပေးသနား။

[Verse 3]
ဝမ်းမြောက်ခြင်းအားလုံးတို့တွင်၊ အမြတ်ဆုံးကို ဆိုမည်၊
ချိုးဖဲ့သော ကိုယ်တော်၌ပင် လုံစွာ ကျွန်ုပ်မှီခို၊
ကျွန်ုပ်သည်ကား အသက်ရှင် ဘုန်းတော်ကို ရှုအံ့ငှာ၊
လက်ဝါးကပ်တိုင်းတော်ပါးတွင်၊ အသက်ကို ထွက်စေပါ။

[Verse 4]
ကိုယ်တော်ခံရသော ဒုက္ခ၊ ကရုဏာတုမရှိ၊
အဘယ်သို့ ကျေးဇူးတော်များ၊ ဆပ်ပေးနိုင်ပါမည်နည်း၊
ကိုယ်တော်၏ ကျွန်ဖြစ်စေပါ၊ အားနည်းသော ခါတွင်လည်း၊
ကျွန်ုပ်၏ ချစ်ခြင်းမေတွတာတည်စေပါ စဉ်အမြဲ။

[Verse 5]
စုတေ့ရသောအချိန်တွင် ကားတိုင်တော်ပြမူပါ၊
သေဘေးဝေဒနာခံခြင်း၊ ငြိမ်းစေပါဘုရား၊
စက္ခုဒွါရပြောင်းလဲကာ၊ ယေရှုထံမှာ မြဲတည်၊
ယုံကြည်လျက် သေသောသူမှာ မေတ္တာတော် ခိုလှုံ၏။"
146,133,"မြို့တော်ရိုးပြင်၊ တောင်စိမ်းပေါ်တွင်ကျူး","There is a green hill far away","George C. Stebbins","ဝေဒနာတော်ခံခြင်း","၁ ယော၊ ၄း၁၁","files/hymn-146.pdf","files/hymn-146.pptx",5,"[Verse 1]
မြို့တော်ရိုးပြင် တောင်စိမ်းပေါ်တွင် သက်တော်စွန့် မြတ်ချစ်ရှင်၊
ကျွန်ုပ်တို့ကို ကယ်တင်ခြင်းငှါ တိုင်ပေါ်သေခံရရှာ။

[Chorus]
ကျွန်ုပ်တို့်ကို ဤမျှချစ်ခင်သည်၊ ကျွန်ုပ်တို့လည်း ချစ်ရမည်၊
ရွေးနုတ်သွေးတော်အားကိုး ယုံကြည်၊ ကိုယ်တော်မူတော်ထမ်းမည်။

[Verse 2]
ကိုယ်တော်ရှင်မြတ် ခံဝေဒနာ မသိမပြောနိုင်ပါ၊
သိသော်ကားတိုင်ပေါ် ခံသည်မှာ ကျွန်ုပ်တို့တွက်သာ ယုံပါ။

[Verse 3]
ကျွန်ုပ်တို့ ပြစ်လွှတ်ကောင်းမြတ်ရန် ထူးမြတ်သွေးတော်နှင့်ကယ်၊
နောက်ဆုံးကောင်းကင်ဘုံ ဝင်စားရန် ကိုယ်တော်အသေခံရှာ။

[Verse 4]
အပြစ်ဖိုးခ၊ ချမ်းသာပေးရန်၊ စွမ်းနိုင်သူခြားမရှိ၊
ကောင်းကင်တံခါး ကိုယ်တော်လျှင်သာ၊ ဖွင့်ထားဝင်စေနိုင်၏။"
147,134,"ထမြောက်တော်မူခြင်းကျူး","Jesus Christ is risen today","N/A","ထမြောက်တော်မူခြင်း","၁ ကော၊ ၁၅း၂၀","files/hymn-147.pdf","files/hymn-147.pptx",3,"[Verse 1]
ယေရှုထမြောက်ပြီ ယနေ့၊ ဟာလေလုယ၊
သာယာစွာ ရွှင်လန်းကြစေ၊ ဟာလေလုယ၊
သစ်တိုင်၌ သက်စွန့်ခြင်းဖြင့်၊ ဟာလေလုယ၊
ကျွန်ုပ်တို့ ပြစ်ကင်းလွတ်ဖယ်ရှား၊ ဟာလေလုယ။

[Verse 2]
ကောင်းကင်ရှင်ဘုရင်မြတ်ကို၊ ဟာလေလုယ၊
ချီးမွမ်းထောမနာပြုစို့၊ ဟာလေလုယ၊
သစ်တိုင်ပေါ်တွင် ခံသည်မှာ၊ ဟာလေလုယ၊
ပြစ်ရှိသူတို့ လွှတ်အံ့ငှာ၊ ဟာလေလုယ။

[Verse 3]
ဒုက္ခခံတော်မူခြင်းဖြင့်၊ ဟာလေလုယ၊
ကျွန်ုပ်တို့ကို ကယ်တင်ပြီ၊ ဟာလေလုယ၊
ကောင်းကင်၌ အစဉ်အုပ်စိုး၊ ဟာလေလုယ၊
ကောင်းကင်သားအမြဲသီဆို၊ ဟာလေလုယ။"
148,135,"ဟာလေလုယ ထမြောက်ပြီကျူး","Halleluiah, He is Risen!","Philip P. Blis (1838-1876)","ထမြောက်တော်မူခြင်း","N/A","files/hymn-148.pdf","files/hymn-148.pptx",3,"[Verse 1]
ဟာလေလုယ ရှင်ယေရှုသည် ထမြောက်ပြီ၊ ခုထက်မှာရှိ၊
သေခြင်းတန်ခိုး အောင်တော်မူပြီ၊ ကောင်းကင်မြေသားကြွေးကြော်၏၊
ထမြောက်ရှင်ပြီ၊ ထမြောက်ရှင်ပြီ၊ သက်ရှင်နေတဖန် မသေ၊
ထမြောက်ရှင်ပြီ၊ ထမြောက်ရှင်ပြီ၊ သက်ရှင်နေတဖန် မသေ။

[Verse 2]
ဟာလေလုယ ငါတို့ ဉီးခေါင်းဖြစ်ရန် ထမြောက်တော်မူပြီ၊
သက်သေသန့်ရှင်း ဝိညာဉ်သွန်းလောင်း၊ ငါတို့ ရှေ့ဆောင် ယေရှုတည်း၊
ထမြောက်ရှင်ပြီ၊ ထမြောက်ရှင်ပြီ၊ ကိုယ်တော်ကြောင့် ဖြောင့်မတ်ရာရောက်၊
ထမြောက်ရှင်ပြီ၊ ထမြောက်ရှင်ပြီ၊ ကိုယ်တော်ကြောင့် ဖြောင့်မတ်ရာရောက်။

[Verse 3]
ဟာလေလုယ ထမြောက်ရှင်ပြီ၊ သေခြင်းသည် တန်ခိုးကုန်ပြီ၊
ယေရှုရှင် ထမြောက်ခြင်းဖြစ်၏၊ ကိုယ်တော်ပိုင်သူ ရှင်စေမည်၊
ထမြောက်ရှင်ပြီ၊ ထမြောက်ရှင်ပြီ၊ ကြွလာဉီးမည် ရှင်ဘုရင်၊
ထမြောက်ရှင်ပြီ၊ ထမြောက်ရှင်ပြီ၊ ကြွလာဉီးမည် ရှင်ဘုရင်။"
